,CONTS_ID,CONTS_NAME,IMG_URL,ADDR_OLD,ADDR_NEW,COORD_DATA,COORD_X,COORD_Y,TEL_NO,CONTS_DETL,CONTS_STAT,EX_DATA_01,EX_DATA_02,NAME_01,VALUE_01,NAME_02,VALUE_02,NAME_03,VALUE_03,NAME_04,VALUE_04,NAME_05,VALUE_05,NAME_06,VALUE_06,NAME_07,VALUE_07,NAME_08,VALUE_08,NAME_09,VALUE_09,NAME_10,VALUE_10,NAME_11,VALUE_11,NAME_12,VALUE_12,NAME_13,VALUE_13,NAME_14,VALUE_14,NAME_15,VALUE_15,NAME_16,VALUE_16,NAME_17,VALUE_17,NAME_18,VALUE_18,NAME_19,VALUE_19,NAME_20,VALUE_20,COORD_TYPE,LN_PATTERN,LN_COLOR,LN_WEIGHT,MOVIE_URL,VOICE_URL,BASE_AREA,POINT_NUM,LAN_TYPE,KEYWORD,SUB_ID,SUB_NAME,CRTFC_YN,geometry
10,zerowaste_0081,스타벅스 을지로삼화타워점,,서울특별시 중구 을지로2가 204,서울특별시 중구 을지로5길 16,"[126.98492,37.56695]",126.984920000,37.566950000,1522-3240,,0,,https://www.starbucks.co.kr/,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,서울형 다회용컵 제공(반납기설치),운영시간,"월~금 07:00~21:00, 토 09:00~20:00, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04539,다사54515207,KOR,#환경,1,카페,N,POINT (126.98492 37.56695)
11,zerowaste_0054,알맹상점 리스테이션,,서울특별시 중구 봉래동2가 122-11,서울특별시 중구 한강대로 405,"[126.971400314,37.554498838]",126.971400314,37.554498838,070-7777-1925,,1,,https://blog.naver.com/almangmarket,서울시 인증 여부,서울시제로마켓,제로웨이스트 활동내용,서울형 제로마켓|,운영시간,매일 14:00-20:00 / 월요일 휴무,취급품목(메뉴),"리필세제, 로션, 커피원두, 친환경 제품(대나무 칫솔, 수세미, 행주), 재활용 제품(종이 테이프, 종이 독서대 등)",인스타그램,http://www.instagram.com/almang_market,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04509,다사53315070,KOR,#환경,3,리필샵,N,POINT (126.971400314 37.554498838)
12,zerowaste_0020,공간1616(노느매기),,서울특별시 영등포구 당산동1가 255-31,서울특별시 영등포구 당산로16길 16,"[126.897704245,37.522479352]",126.897704245,37.522479352,02-6952-6050,,0,,https://nnmg.co.kr/,서울시 인증 여부,아니요,제로웨이스트 활동내용,"EM 비누 제작, 폐식용유 수집 등",운영시간,평일 10:00~19:00,취급품목(메뉴),"설거지비누, 세안비누, 수세미, 베이킹소다 등",인스타그램,https://www.instagram.com/onggijangee/,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07266,다사46774719,KOR,#환경,4,친환경생필품점,N,POINT (126.897704245 37.522479352)
13,zerowaste_2023_024,노들섬D,,서울특별시 용산구 이촌동 302-146,서울특별시 용산구 양녕로 445,"[126.95804,37.51766]",126.958040000,37.517660000,-,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00 ~ 22:00, 토-일 09:00-21:30",취급품목(메뉴),,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04427,다사52104662,KOR,,1,카페,N,POINT (126.95804 37.51766)
14,zerowaste_2023_076,노원구청,,서울특별시 노원구 상계동 701-1,서울특별시 노원구 노해로 437,"[127.05628,37.65451]",127.056280000,37.654510000,02-2116-3114,,1,,http://www.nowon.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01689,다사60866176,KOR,,1,카페,N,POINT (127.05628 37.65451)
15,zerowaste_0051,얼스어스 서촌점,,서울특별시 종로구 청운동 94-1,서울특별시 종로구 자하문로28가길 1,"[126.971258879,37.585316815]",126.971258879,37.585316815,010-6686-8413,,1,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,"무포장 가게 운영(1회용, 플라스틱 포장 최소화)",운영시간,"평일12:00~21:00, 주말12:00~21:30",취급품목(메뉴),"베이커리, 음료",인스타그램,http://www.instagram.com/earth__us,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03047,다사53315412,KOR,#환경,1,카페,N,POINT (126.971258879 37.585316815)
16,zerowaste_2022023,두레생협(진관점),,서울특별시 은평구 진관동 22,서울특별시 은평구 진관3로 67,"[126.92109303,37.640807611]",126.921093030,37.640807611,02-352-6233,,1,,https://www.instagram.com/epdure,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,서울형 제로마켓|,운영시간,"월-토 10:00-21:00 일 10:00-18:00
",취급품목(메뉴),"친환경생필품, 리필세제, 곡류, 과일 등",인스타그램,https://www.instagram.com/epdure,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03301,다사48926030,KOR,#환경,3,리필샵,N,POINT (126.92109303 37.640807611)
17,zerowaste_2023_054,라데팡스,,서울특별시 강서구 마곡동 772-5,서울특별시 강서구 마곡중앙6로 45,"[126.83272,37.56063]",126.832720000,37.560630000,0507-1346-6585,,1,,http://instagram.com/cafe_ladefense,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 10:20 ~ 21:00, 토,일 12:00-21:00",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07802,다사41065146,KOR,,1,카페,N,POINT (126.83272 37.56063)
18,zerowaste_2023_088,커피에이엠,,서울특별시 강서구 화곡동 980-21,서울특별시 강서구 화곡로 296,"[126.84905,37.55058]",126.849050000,37.550580000,02-2605-7708,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,매일 09:00 ~ 21:00,취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07663,다사42505033,KOR,,1,카페,N,POINT (126.84905 37.55058)
19,zerowaste_2022034,음밥,,서울특별시 강북구 미아동 126-41,서울특별시 강북구 솔매로50길 78,"[127.028129447,37.623099333]",127.028129447,37.623099333,02-992-2048,,1,,https://mmmbobcoop.modoo.at/,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,서울형 제로마켓|,운영시간,"월-금 9:00-21:00 토 11:00-18:00 일 휴무
",취급품목(메뉴),"다회용 반찬용기, 제로웨이스트 도시락 등",인스타그램,"https://www.instagram.com/mmmbopcoop/
",제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01158,다사58355828,KOR,#환경,5,기타,N,POINT (127.028129447 37.623099333)
20,zerowaste_0085,심비디움,,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,"[126.97986,37.57083]",126.979860000,37.570830000,070-7761-9242,,0,,,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,서울형 다회용컵 제공(반납기설치),운영시간,"월~금 09:00~22:00, 토 12:00~18:00, 일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03157,다사54065251,KOR,#환경,1,카페,N,POINT (126.97986 37.57083)
21,11103395_1655169087993,행복플러스,,서울특별시 중구 태평로1가 31,서울특별시 중구 세종대로 110,"[126.978360962,37.566657701]",126.978360962,37.566657701,,,0,,,서울시 인증 여부,서울형다회용컵(리유저블컵),제로웨이스트 실천 내용,서울형 다회용컵 제공(반납기설치)|,운영시간,"운영시간을 작성하세요
※ 입력시 내용을 삭제해주세요",취급품목(메뉴),"판매물품 또는 판매 식음료를 작성하세요
※ 입력시 내용을 삭제해주세요",인스타그램,"https://www.instagram.com/아이디 형식으로 작성하세요, 없을 경우 공란
※ 입력시 내용을 삭제해주세요",제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04524,다사53935204,KOR,#환경,1,카페,N,POINT (126.978360962 37.566657701)
22,zerowaste_0035,제로웨이스트샵안녕상점,,서울특별시 도봉구 방학동 677-14,서울특별시 도봉구 도봉로143길 18,"[127.041178536,37.661847951]",127.041178536,37.661847951,02-955-3330,,0,,https://cafe.naver.com/coopdodam,서울시 인증 여부,아니요,제로웨이스트 활동내용,"취급품목 판매, 교육프로그램 등 운영",운영시간,"수~금 13:00 ~ 20:00, 토 : 11:00 ~ 15:00",취급품목(메뉴),"천연수세미, 리필용 액체 주방세제, 나무 칫솔, 비누 등",인스타그램,http://www.instagram.com/dodammaeul,제로페이,알수없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01390,다사59536258,KOR,#환경,3,리필샵,N,POINT (127.041178536 37.661847951)
23,zerowaste_2023_017,카페 일마지오 본점_사내카페,,서울특별시 영등포구 양평동3가 60,서울특별시 영등포구 선유로 165,"[126.89157,37.52858]",126.891570000,37.528580000,1644-6288,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,월~금 07:00~19:00,취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07268,다사46244787,KOR,,1,카페,N,POINT (126.89157 37.52858)
24,zerowaste_2023_093,비안빈,,서울특별시 마포구 상암동 1607,서울특별시 마포구 상암산로 76,"[126.89237,37.57913]",126.892370000,37.579130000,070-7551-5840,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,매일 07:30 ~ 22:00,취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03926,다사46345347,KOR,,1,카페,N,POINT (126.89237 37.57913)
25,zerowaste_2023_037,더데일리카페인을지로,,서울특별시 중구 초동 70-8,서울특별시 중구 마른내로2길 6,"[126.99239,37.56415]",126.992390000,37.564150000,0507-1334-6928,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 08:00 ~ 19:00, 토 12:00-19:00. 일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04555,다사55175176,KOR,,1,카페,N,POINT (126.99239 37.56415)
26,zerowaste_2023_060,서소문청사 후생동 (네스카페),,서울특별시 중구 서소문동 37,서울특별시 중구 덕수궁길 15,"[126.9743,37.56463]",126.974294379,37.564627092,02-120,,1,,www.seoul.go.kr,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,월~금 09:00 ~ 18:00,취급품목(메뉴),커피 음료,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04515,다사53575182,KOR,,1,카페,N,POINT (126.974294379 37.564627092)
27,zerowaste_2023_068,서초구청,,서울특별시 서초구 서초동 1376-3,서울특별시 서초구 남부순환로 2584,"[127.03268,37.48364]",127.032680000,37.483640000,02-2155-6114,,1,,http://www.seocho.go.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06750,다사58684281,KOR,,1,카페,N,POINT (127.03268 37.48364)
28,zerowaste_2022046,두레생협(백련산점),,서울특별시 은평구 응암동 419-100,서울특별시 은평구 응암로22길 21,"[126.920548929,37.593633791]",126.920548929,37.593633791,02-6748-6233,,1,,https//www.instagram.com/epdure,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,서울형 제로마켓|,운영시간,월-금 10:00-21:00 토-일 10:00-18:00,취급품목(메뉴),"친환경생필품, 과일 등",인스타그램,https//www.instagram.com/epdure,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03466,다사48845507,KOR,#환경,3,리필샵,N,POINT (126.920548929 37.593633791)
29,zerowaste_2023_086,플립커피로스터스,,서울특별시 강서구 마곡동 772-5,서울특별시 강서구 마곡중앙6로 45,"[126.83272,37.56063]",126.832720000,37.560630000,070-7543-6545,,1,,https://smartstore.naver.com/flip_seoul,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:30 ~ 22:00, 토,일 11:00 ~ 22:00",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/flip_seoul/,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07802,다사41065146,KOR,,1,카페,N,POINT (126.83272 37.56063)
30,zerowaste_2022051,두레생협(종암점),,서울특별시 성북구 종암동 124-50,서울특별시 성북구 종암로21길 124,"[127.03061323,37.60340962]",127.030613230,37.603409620,02-924-0450,,1,,https://www.instagram.com/durecoopunion,서울시 인증 여부,서울시제로마켓,제로웨이스트 실천 내용,서울형 제로마켓|,운영시간,"월-금 9:00-20:00 토 10:00-19:00 일 10:00-18:00
",취급품목(메뉴),"벌크과일채소, 벌크잡곡류, 리필세제 등",인스타그램,https://www.instagram.com/durecoopunion,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,02802,다사58565610,KOR,#환경,3,리필샵,N,POINT (127.03061323 37.60340962)
31,zerowaste_0057,다-용도실,,서울특별시 은평구 대조동 215-28,서울특별시 은평구 연서로20길 17,"[126.919933605,37.614077868]",126.919933605,37.614077868,010-6838-3538,,1,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,"(무포장 가게) 음료 등 다회용기 포장, 빈티지 제품 판매",운영시간,,취급품목(메뉴),"음료, 디저트 등",인스타그램,http://www.instagram.com/da_yongdosil,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,03387,다사48805734,KOR,#환경,1,카페,N,POINT (126.919933605 37.614077868)
32,11103395_1658122392322,Walking on Sunshine,,서울특별시 성북구 동선동2가 194,서울특별시 성북구 보문로30가길 17,"[127.020674236,37.589371645]",127.020674236,37.589371645,02-6012-5931,,1,,https://m.smartstore.naver.com/walkingonsunshine,서울시 인증 여부,아니요,제로웨이스트 실천 내용,,운영시간,화~토 11:30 ~ 20:30/ 월 휴무,취급품목(메뉴),"스무디볼, 수제 그래놀라",인스타그램,http://www.instagram.com/walking__onsunshine_,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,02844,다사57685454,KOR,#환경,1,카페,N,POINT (127.020674236 37.589371645)
33,zerowaste_2023_032,애니원FNC _사내카페,,서울특별시 강남구 역삼동 626-31,서울특별시 강남구 논현로99길 24,"[127.03336,37.50347]",127.033360000,37.503470000,02-470-2801,,1,,http://www.anyonefnc.com/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 09:00 ~ 18:00, 토,일 휴무",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06126,다사58754501,KOR,,1,카페,N,POINT (127.03336 37.50347)
34,zerowaste_0027,로담,,서울특별시 강북구 수유동 191-43,서울특별시 강북구 도봉로89길 9,"[127.025872201,37.639081279]",127.025872201,37.639081279,02-999-15830,,1,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,다회용기 대여,운영시간,평일 07:30~23:00  토요일 10:00~23:00 일요일 휴무,취급품목(메뉴),"커피, 음료",인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01074,다사58166006,KOR,#환경,1,카페,N,POINT (127.025872201 37.639081279)
35,zerowaste_2023_020,노들섬A(노들펍),,서울특별시 용산구 이촌동 302-146,서울특별시 용산구 양녕로 445,"[126.95804,37.51766]",126.958040000,37.517660000,0507-1343-7951,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,매일 12:00 ~ 21:00,취급품목(메뉴),양식,인스타그램,,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04427,다사52104662,KOR,,1,카페,N,POINT (126.95804 37.51766)
36,zerowaste_2023_083,토프레소(호서 발산점),,서울특별시 강서구 화곡동 348-1,서울특별시 강서구 강서로 63,"[126.84554,37.53323]",126.845540000,37.533230000,0507-1322-2162,,1,,-,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 08:00 ~ 18:00, 토,일 08:00 ~ 15:00",취급품목(메뉴),커피 음료,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,07770,다사42174841,KOR,,1,카페,N,POINT (126.84554 37.53323)
37,zerowaste_2023_018,GS25 DX LAB점,,서울특별시 강남구 역삼동 677-25,서울특별시 강남구 테헤란로 223,"[127.04069,37.5024]",127.040690000,37.502400000,-,,1,,http://gs25.gsretail.com/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,연중 24시간 운영,취급품목(메뉴),,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,06142,다사59404489,KOR,,1,카페,N,POINT (127.04069 37.5024)
38,zerowaste_0029,잼파파,,서울특별시 강북구 수유동 177-48,서울특별시 강북구 한천로 1040,"[127.026670081,37.640307044]",127.026670081,37.640307044,02-900-3332,,0,,,서울시 인증 여부,아니요,제로웨이스트 활동내용,다회용기 대여,운영시간,매일 00:00~24:00,취급품목(메뉴),"베이커리, 음료",인스타그램,http://blog.naver.com/jampapa1,제로페이,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01054,다사58246019,KOR,#환경,5,기타,N,POINT (127.026670081 37.640307044)
39,zerowaste_2023_003,스타벅스 한국프레스센터점,,서울특별시 중구 태평로1가 25,서울특별시 중구 세종대로 124,"[126.97789,37.56742]",126.977890000,37.567420000,1522-3232,,1,,https://www.starbucks.co.kr/,서울시 인증 여부,,제로웨이스트 실천 내용,다회용 컵 무인반납기 설치,운영시간,"월~금 07:00~20:00, 토, 일 09:00~18:00",취급품목(메뉴),커피 음료,인스타그램,https://www.instagram.com/starbuckskorea,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,04520,다사53895213,KOR,,1,카페,N,POINT (126.97789 37.56742)
40,zerowaste_2022003,동네방네,,서울특별시 노원구 상계동 135-34,서울특별시 노원구 한글비석로24라길 87,"[127.069585312,37.665704082]",127.069585312,37.665704082,02-938-3583,,1,,,서울시 인증 여부,아니요,제로웨이스트 실천 내용,서울형 제로마켓|,운영시간,월~금 09:30~20:00  토 10:00~18:00,취급품목(메뉴),재활용 의류 잡화 세제 리필스테이션,인스타그램,,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,01657,다사62036299,KOR,#환경,3,리필샵,N,POINT (127.069585312 37.665704082)
41,zerowaste_2022010,휘카페,,서울특별시 동대문구 전농동 127-75,서울특별시 동대문구 서울시립대로 117,"[127.051419581,37.581077975]",127.051419581,37.581077975,070-8667-6332,,1,,https://naver.me/xnvXeQ45,서울시 인증 여부,아니요,제로웨이스트 실천 내용,,운영시간,"음료(커피 및 논커피), 디저트(쿠키), 다회용컵, 드립백",취급품목(메뉴),"음료(커피 및 논커피), 디저트(쿠키), 다회용컵, 드립백",인스타그램,https://naver.me/xnvXeQ45,제로페이,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,L,#0000FF,4,,,02557,다사60395361,KOR,"#건강,#공간,#환경,#장애인",1,카페,N,POINT (127.051419581 37.581077975)
