행정동명,2023년09월_전체세대,2023년09월_1인세대,2023년09월_2인세대,2023년09월_3인세대,2023년09월_4인세대,2023년09월_5인세대,2023년9월_6인가구이상,채소가게수,제로웨이스트 가게수,유치원수,거주인구대비취약자수,거주인구대비취약자백분위수,미세먼지지수,미세먼지백분위,행정구역면적,공원수,공원율,도시농업(프로그램수),도시농업(시설수),초등학교수,사업체수 (개),종사자수 (명),채식식당수,인구수,1_0대,1_10대,1_20대,1_30대,1_40대,1_50대,1_60대,1_70대,1_80대,1_90대,1_기타,2_0대,2_10대,2_20대,2_30대,2_40대,2_50대,2_60대,2_70대,2_80대,2_90대,2_기타,카페수,승하차인원_버스_지하철,1점포당_1년_매출액,행정동별_1년_매출액,1인세대_(수),1인세대,총_10대_(수),총_20_30대_(수),총_40_50대_(수),총_60대이상_(수),총_10대,총_20_30대,총_40_50대,총_60대이상,유치원_초등학교_(수),유치원_초등학교,거주_유동_인구당_매출액
면목5동,6421,2188,1708,1381,932,171,41,2.0,0.0,0.0,3680,55.0,14.243,8,0.7044,3,0.44,0.0,0.0,0.0,1161,3336,0.0,29272,1338,870,1598,2484,2548,2398,2060,958,348,20,0,1356,808,1530,2496,2248,2348,2130,1106,552,72,4,15.0,132127.0,31437778.51,3365938152,2188,0.34075689144992993,1678,8108,9542,7250,0.057324405575293794,0.27698824815523365,0.3259770429078983,0.24767696091828367,0.0,0.0,57.13634137537306
면목7동,10591,4802,2667,1703,1136,220,63,8.0,0.0,1.0,5707,74.0,14.243,7,1.2352,1,0.11,0.0,0.0,1.0,1957,4800,0.0,42812,1140,1160,2710,3366,3098,3692,3576,1890,666,58,0,970,1032,2934,3148,2712,3624,3790,2134,948,160,4,29.0,223926.0,18351210.79,1669960182,4802,0.4534038334434898,2192,12158,13126,13226,0.05120059796318789,0.28398579837428756,0.3065962814164253,0.30893207511912546,2.0,4.671587405400355e-05,17.152536853925824
면목본동,17798,9297,4184,2496,1449,300,72,10.0,0.0,3.0,8223,89.0,14.243,7,0.8484,5,0.59,0.0,0.0,2.0,3481,7511,1.0,65864,1308,1624,4654,5608,4812,5906,5110,2436,1012,56,4,1192,1708,5088,4952,4196,5938,5416,3180,1438,224,2,44.0,409715.0,21874251.13,2712407140,9297,0.5223620631531632,3332,20302,20852,18878,0.050589092675816835,0.30824122434106643,0.3165917648487793,0.2866209158265517,5.0,7.591400461557148e-05,15.625695075594518
명동,1425,994,219,117,69,17,9,3.0,31.0,0.0,763,7.0,272.502,95,0.969,8,0.9,0.0,0.0,1.0,8849,110506,8.0,9200,74,124,266,388,320,402,384,218,94,14,0,56,142,388,354,428,506,604,344,232,44,0,229.0,832232.0,63839731.92,50358456501,994,0.6975438596491228,266,1396,1656,1934,0.02891304347826087,0.1517391304347826,0.18,0.21021739130434783,1.0,0.00010869565217391305,163.9685369410035
명일1동,10032,2608,2591,2362,2033,354,84,6.0,1.0,1.0,6848,82.0,17.327,28,0.6345,8,6.76,0.0,0.0,1.0,2470,7262,3.0,25458,1062,1275,1437,1885,1982,1899,1734,900,240,15,1,1017,1094,1348,1929,2163,2031,2055,938,363,87,3,56.0,229806.0,38006492.0,8627473684,2608,0.25996810207336524,2369,6599,8075,6336,0.09305522821902741,0.25921124990179906,0.3171890957655747,0.24888050907376855,2.0,7.85607667530835e-05,92.59791511039444
명일2동,6497,1755,1318,1438,1567,336,83,2.0,0.0,4.0,4619,65.0,17.327,28,0.9136,2,0.44,0.0,0.0,2.0,1468,5403,2.0,17210,487,1309,1029,899,1305,1338,1181,663,144,18,1,483,1068,1134,975,1675,1321,1360,553,197,67,3,41.0,113657.0,100165360.5,22737536836,1755,0.2701246729259658,2377,4037,5639,4187,0.13811737361998838,0.2345729227193492,0.32765833817547935,0.24328878558977338,6.0,0.0003486345148169669,476.0147437359544
목1동,10337,1704,1929,2985,3066,514,139,2.0,0.0,2.0,8467,90.0,14.838,12,1.4321,2,1.66,0.0,0.0,2.0,3862,23811,4.0,60520,2418,5060,3010,2408,5844,5226,3122,1494,454,42,2,2438,5054,3080,3206,7032,4906,3354,1532,712,124,2,93.0,673078.0,39193022.22,8387306756,1704,0.16484473251426912,10114,11704,23008,10838,0.16711830799735625,0.19339061467283541,0.3801718440185063,0.1790812954395241,4.0,6.609385327164574e-05,31.323589512482425
목2동,13375,5498,3145,2398,1847,368,119,1.0,2.0,3.0,6600,81.0,14.838,12,1.0206,3,25.68,0.0,0.0,1.0,1985,5297,0.0,58080,1424,2376,4196,5218,4198,4360,3912,1756,572,40,4,1298,2154,4492,5126,4460,5044,4342,1974,962,170,2,36.0,234216.0,11314216.69,1187992752,5498,0.4110654205607477,4530,19032,18062,13734,0.07799586776859505,0.3276859504132231,0.3109848484848485,0.23646694214876032,4.0,6.887052341597796e-05,11.13520083413286
목3동,10073,4214,2510,1784,1250,218,97,5.0,0.0,2.0,4965,68.0,14.838,12,0.5315,3,0.51,0.0,0.0,0.0,1931,5170,1.0,42770,1154,1450,3026,3774,2968,3068,3020,1382,480,58,0,1048,1236,3182,3966,3134,3712,3472,1682,798,152,8,41.0,283297.0,56709147.86,9470427692,4214,0.41834607366226545,2686,13948,12882,11052,0.06280102875847557,0.3261164367547346,0.30119242459667994,0.25840542436287117,2.0,4.676174888940846e-05,79.57376011174442
목4동,10012,3343,2056,2048,2043,415,107,3.0,0.0,1.0,5864,76.0,14.838,12,0.5771,4,0.66,0.0,0.0,1.0,1997,4562,1.0,49276,1008,3246,3990,2784,3566,4826,2780,1378,474,38,4,1080,2862,3572,2640,4462,4886,3050,1682,810,138,0,32.0,245857.0,14636881.28,1463688128,3343,0.333899320815022,6108,12986,17740,10354,0.12395486646643396,0.2635360012988067,0.36001298806721327,0.21012257488432504,2.0,4.0587710041399465e-05,13.587448574961027
목5동,13428,1773,2546,3823,4407,707,172,2.0,0.0,9.0,11160,96.0,14.838,12,1.7651,9,3.96,0.0,0.0,4.0,2306,10260,3.0,80894,3040,7896,4084,3150,7414,7004,4518,2184,606,112,2,2748,6388,3948,3802,9388,6612,4848,2016,870,260,4,41.0,437958.0,53158536.42,22432902370,1773,0.13203753351206435,14284,14984,30418,15420,0.17657675476549559,0.1852300541449304,0.37602294360521177,0.19061982347269266,13.0,0.00016070413133236088,118.45382978797554
무악동,3015,701,744,705,675,153,37,0.0,0.0,1.0,2471,42.0,11.848,1,0.3693,2,1.87,1.0,1.0,1.0,761,1891,1.0,15968,492,810,772,804,1194,1428,1012,522,280,30,0,628,1072,880,888,1394,1408,1166,658,462,60,8,14.0,60335.0,83806315.11,2346576823,701,0.23250414593698177,1882,3344,5424,4198,0.11786072144288577,0.2094188376753507,0.3396793587174349,0.2629008016032064,2.0,0.000125250501002004,84.25589553831794
묵1동,14963,5632,3618,2828,2206,537,142,1.0,2.0,2.0,9298,92.0,15.673,17,1.2375,6,0.58,0.0,0.0,1.0,2326,6252,1.0,67744,1788,3046,4376,4488,5180,5282,4550,2532,1022,58,0,1818,2876,5206,4586,5340,5720,5298,2976,1398,198,6,46.0,256735.0,57590672.84,2821942969,5632,0.37639510793290115,5922,18656,21522,18038,0.08741733585262164,0.27538970240906946,0.31769603212092584,0.2662671232876712,3.0,4.428436466698158e-05,23.82696753873132
묵2동,9227,4293,2351,1428,898,210,47,1.0,0.0,2.0,5049,69.0,15.673,17,0.6687,1,0.18,0.0,0.0,2.0,2393,4973,0.0,36666,852,1114,2402,2794,2716,3062,2818,1494,604,44,2,808,1014,2586,2636,2604,3130,3260,1804,820,98,4,19.0,80101.0,4354022.194,269949376,4293,0.4652649832014739,2128,10418,11512,10948,0.05803741886216113,0.28413243877161404,0.3139693448971799,0.29858724704085526,4.0,0.00010909289259804724,6.333872853690249
문래동,13179,4062,3140,2905,2447,483,142,5.0,1.0,1.0,9536,93.0,100.64,60,1.7854,5,1.64,2.0,1.0,3.0,7922,49600,7.0,64318,3050,3072,3354,5266,6030,4450,3208,1988,836,76,6,2866,2898,3672,5908,5948,4448,3688,2228,1150,172,4,90.0,432872.0,32942916.65,11266477494,4062,0.3082176189392215,5970,18200,20876,13356,0.0928200503747007,0.2829689977922199,0.3245747691159551,0.20765571068752137,4.0,6.219098852576262e-05,62.083029882735495
문정1동,8493,3080,2023,1645,1356,295,94,1.0,0.0,1.0,4754,66.0,17.603,30,0.612,4,4.69,0.0,0.0,1.0,1988,6841,1.0,39256,1138,1464,2812,3376,2830,2904,3028,1390,390,40,0,1062,1350,2908,3230,2726,3350,3310,1314,518,108,8,42.0,159953.0,12407160.92,2382174897,3080,0.36265159543153186,2814,12326,11810,10106,0.0716833095577746,0.3139902180558386,0.30084573058895453,0.25743835337273285,2.0,5.0947625840635824e-05,32.76210696867756
문정2동,15852,9151,2938,1841,1523,300,99,8.0,2.0,0.0,5850,76.0,35.205,44,2.2403,10,5.88,0.0,0.0,1.0,13813,93614,6.0,57560,1456,1436,3632,6540,4286,3358,2984,1882,702,96,4,1466,1484,5780,8122,4598,3568,3426,1772,784,180,4,268.0,336277.0,19969887.68,18651875092,9151,0.5772773151652788,2920,24074,15810,11834,0.05072967338429465,0.41824183460736625,0.27466990965948573,0.20559416261292565,1.0,1.7373175816539263e-05,129.7517187296142
미성동,14331,6363,3390,2403,1641,422,112,5.0,0.0,1.0,8362,89.0,14.245,8,1.3584,8,6.97,0.0,0.0,2.0,2218,6187,1.0,59820,1396,2084,4356,4448,4308,4660,4452,2564,960,54,2,1318,2058,4720,3872,4082,4960,5116,2954,1280,166,10,35.0,456104.0,27582893.36,3061701163,6363,0.4440025120368432,4142,17396,18010,17558,0.06924105650284186,0.2908057505850886,0.3010698762955533,0.29351387495820797,3.0,5.0150451354062184e-05,16.258639575564544
미아동,11702,6560,2531,1473,854,217,67,2.0,0.0,0.0,5787,75.0,13.848,5,0.8406,5,0.59,0.0,0.0,0.0,2337,6971,1.0,42082,626,1262,3076,2918,2758,3464,3376,1784,820,56,0,572,1148,4118,2492,2644,3602,3672,2292,1260,138,4,48.0,319346.0,24948675.77,5164375884,6560,0.5605879336865494,2410,12604,12468,13402,0.05726914120051328,0.2995104795399458,0.2962786939784231,0.31847345658476306,0.0,0.0,39.14742362146136
반포1동,14761,6188,2413,2627,2792,560,181,5.0,0.0,1.0,8128,88.0,17.205,27,0.9916,5,0.66,0.0,0.0,2.0,2593,13146,1.0,68268,3034,4152,3758,4916,6880,5164,3010,1722,638,42,0,2958,4010,4294,5536,7244,4436,3508,2012,792,154,8,45.0,322308.0,27012050.21,3565590628,6188,0.41921279046135085,8162,18504,23724,11886,0.11955821175367669,0.2710493935665319,0.3475127438917209,0.17410792757953947,3.0,4.394445420987871e-05,25.01111549756089
반포2동,6065,800,1208,1599,1875,458,125,1.0,0.0,2.0,5166,70.0,17.205,27,1.395,2,2.17,0.0,0.0,2.0,539,2333,1.0,31264,1558,2826,1262,928,2944,2672,1368,844,378,28,0,1404,2920,1404,1458,3824,2298,1502,1146,422,74,4,11.0,213871.0,51841737.92,22523507070,800,0.13190436933223412,5746,5052,11738,5766,0.18378966223132037,0.16159160696008187,0.37544779938587514,0.1844293756397134,4.0,0.00012794268167860799,251.73165214247337
반포3동,8223,1311,1790,2244,2315,430,133,1.0,1.0,1.0,5995,77.0,12.345,1,1.2508,5,0.92,0.0,0.0,1.0,1392,7458,0.0,47572,1978,3378,2546,2192,4010,4350,2216,1360,580,54,0,1764,3298,2608,2726,5142,4120,2626,1672,796,154,2,33.0,314473.0,51841737.92,22523507070,1311,0.1594308646479387,6676,10072,17622,9460,0.1403346506348272,0.21172118052636005,0.37042798284705286,0.19885647019255023,2.0,4.204153703859413e-05,170.44355963470068
반포4동,7058,1817,1566,1750,1453,346,126,2.0,0.0,0.0,5510,72.0,17.205,27,1.4261,3,0.59,0.0,0.0,0.0,4459,30539,7.0,37482,1534,2218,2024,2060,3048,2896,2068,1230,452,58,2,1392,2128,2152,2622,3768,3196,2482,1462,556,132,2,105.0,610668.0,83326853.67,39246948079,1817,0.2574383678095778,4346,8858,12908,8444,0.11594898884798037,0.23632677018302117,0.34437863507817085,0.22528146843818367,0.0,0.0,165.89660595224132
반포본동,126,67,22,19,16,1,1,1.0,0.0,1.0,3089,50.0,17.205,27,0.9718,4,1.18,0.0,0.0,1.0,374,1286,0.0,9200,10,34,24,18,46,60,34,22,6,0,0,18,44,38,16,64,40,26,22,10,0,0,4.0,69837.0,32218578.3,741027301,67,0.5317460317460317,78,96,210,120,0.008478260869565218,0.010434782608695653,0.02282608695652174,0.013043478260869565,2.0,0.0002173913043478261,25.68685278491901
발산1동,13567,3266,3354,3037,3074,694,142,13.0,1.0,4.0,10398,95.0,47.523,48,2.8744,8,13.24,0.0,0.0,3.0,6786,32771,3.0,71712,2486,4834,4226,3602,6102,5786,3866,2074,764,52,2,2420,4980,4432,3992,7004,6212,4820,2636,1164,250,8,143.0,359568.0,68205488.33,8184658599,3266,0.24073118596594678,9814,16252,25104,15636,0.13685296742525657,0.22662873717090584,0.3500669344042838,0.2180388219544846,7.0,9.761267291387774e-05,51.993420026528234
방배1동,7495,3000,1787,1286,1088,235,99,0.0,0.0,0.0,4249,61.0,17.205,28,0.6887,1,0.17,0.0,0.0,1.0,2468,17090,3.0,33286,1018,1368,2094,2452,2522,2290,1924,1226,562,60,2,924,1300,2340,2966,3010,2652,2332,1536,612,96,0,56.0,232892.0,37195131.8,12125612966,3000,0.400266844563042,2668,9852,10474,8350,0.08015381842215946,0.2959802920146608,0.31466682689418973,0.2508562158264736,1.0,3.004266057802079e-05,124.8069240925091
방배2동,7894,2880,2005,1456,1178,276,99,2.0,2.0,0.0,5210,70.0,17.205,27,1.9026,6,32.77,0.0,0.0,1.0,2784,17750,5.0,36394,1040,1442,2364,2470,2594,2588,2380,1492,576,52,4,974,1520,2338,2952,2984,3064,2992,1748,674,136,10,54.0,316242.0,41153771.92,17119969117,2880,0.36483405117810996,2962,10124,11230,10064,0.08138704182008023,0.27817772160246196,0.308567346265868,0.2765290982030005,1.0,2.747705665769083e-05,133.00974653206762
방배3동,6293,1379,1568,1587,1339,293,127,1.0,0.0,3.0,5472,72.0,17.205,27,2.3734,7,9.94,0.0,0.0,1.0,1983,13217,1.0,34030,1118,1748,1980,1902,2432,2684,2410,1430,568,54,2,1140,1692,1932,2194,2884,2944,2658,1512,618,122,6,31.0,288162.0,7187552.967,215626589,1379,0.21913236929922136,3440,8008,10944,9380,0.10108727593300029,0.23532177490449604,0.3215985894798707,0.275639141933588,4.0,0.00011754334410813987,1.8335581829536172
방배4동,9581,3417,2065,1806,1753,412,128,4.0,1.0,2.0,6042,77.0,17.205,27,0.9488,2,0.72,0.0,0.0,1.0,3223,14236,2.0,45738,1278,2438,2492,2804,3626,3592,2366,1418,750,48,2,1366,2842,3248,3390,4630,3906,2708,1838,828,162,6,59.0,302736.0,53075379.82,15975689327,3417,0.35664335664335667,5280,11934,15754,10126,0.11544011544011544,0.26092089728453366,0.344440071712799,0.22139140320958503,3.0,6.559097468188377e-05,125.60194406123418
방배본동,7934,2371,1631,1669,1710,398,155,1.0,0.0,1.0,5398,72.0,17.205,28,0.677,1,0.15,0.0,0.0,1.0,2459,10660,2.0,40970,1216,2572,2230,1972,3244,3480,2238,1254,574,90,0,1208,2992,2668,2536,4144,3566,2522,1524,818,114,8,50.0,158447.0,89433025.77,21195627107,2371,0.29884043357701034,5564,9406,14434,9142,0.13580668782035635,0.22958262143031485,0.35230656577983893,0.22313888210886015,2.0,4.88162069807176e-05,291.1999039803768
방이1동,6115,1904,1356,1318,1207,242,88,0.0,1.0,2.0,3808,57.0,17.327,28,0.6088,4,5.72,0.0,0.0,2.0,1963,8979,4.0,30512,914,1498,2164,2142,2246,2390,2020,994,328,42,0,918,1490,2136,2124,2550,2806,2204,992,442,102,10,56.0,103845.0,43584814.24,12116578358,1904,0.3113654946852003,2988,8566,9992,7134,0.09792868379653907,0.2807420031463031,0.3274777136864185,0.2338096486628212,4.0,0.00013109596224436288,247.0738784760821
방이2동,15641,9858,2826,1621,1028,231,77,12.0,0.0,1.0,4960,68.0,17.327,28,0.7692,6,1.91,0.0,0.0,0.0,5121,21736,3.0,51870,1066,1170,3950,5860,3638,3082,2842,1512,540,44,0,898,1002,6192,6752,3668,3676,3512,1700,660,100,6,82.0,228673.0,37381989.72,15289233795,9858,0.6302666069944377,2172,22754,14064,10916,0.041873915558126085,0.43867360709465975,0.27113938692886064,0.21044919992288413,1.0,1.92789666473877e-05,149.31155568709
방학1동,12915,5347,3159,2212,1668,412,117,11.0,2.0,3.0,7931,87.0,15.646,16,1.0401,9,2.03,3.0,2.0,1.0,2996,13758,2.0,55836,1264,2088,3552,3266,3866,5152,4734,2572,1062,68,4,1240,2014,3568,3000,3810,5138,4980,2882,1368,196,12,57.0,320723.0,15944268.42,2264086116,5347,0.4140147115756872,4102,13386,17966,17878,0.07346514793323304,0.2397378035675908,0.3217637366573537,0.3201876925281181,4.0,7.163836951070993e-05,16.472785566867273
방학2동,9191,4018,2451,1505,909,240,68,6.0,0.0,0.0,5565,73.0,15.646,16,1.092,5,0.39,0.0,0.0,1.0,1576,3226,0.0,37662,732,1330,2440,2226,2560,3672,3386,1784,856,70,4,662,1220,2046,1766,2316,3524,3622,2074,1196,174,2,15.0,154604.0,19919967.21,2250956295,4018,0.43716679360243715,2550,8478,12072,13168,0.0677075035845149,0.2251075354468695,0.3205352875577505,0.34963623811799693,1.0,2.655196219000584e-05,32.07537239004923
방학3동,9939,2148,2734,2449,2001,473,134,0.0,0.0,4.0,8162,88.0,15.646,16,1.9496,4,0.68,2.0,1.0,3.0,1476,3861,0.0,52588,1658,2780,3078,2992,3610,4082,4366,2002,822,82,0,1396,2356,2672,2842,4012,4812,5066,2232,1416,300,12,16.0,188252.0,55756249.33,669074992,2148,0.21611832176275278,5136,11584,16516,16298,0.09766486650946984,0.22027839050734008,0.31406404502928426,0.3099186126112421,7.0,0.00013311021525823382,7.611203163357473
방화1동,17286,5375,4153,3659,3127,793,179,8.0,0.0,5.0,12750,98.0,47.922,48,1.4745,13,3.02,0.0,0.0,3.0,3658,11304,2.0,80894,3264,4364,4510,5822,7294,6458,5678,3010,914,104,2,3322,4338,4746,6116,7352,6412,6432,3168,1488,264,14,85.0,164961.0,25614137.61,4072647880,5375,0.31094527363184077,8702,21194,27516,21074,0.1075728731426311,0.26199718149677353,0.3401488367493263,0.2605137587460133,8.0,9.889485005068362e-05,45.38422809078634
방화2동,12124,6326,2807,1622,1033,261,75,1.0,0.0,4.0,6228,78.0,32.582,40,6.1531,7,0.19,0.0,0.0,1.0,3860,16238,1.0,45674,1098,1366,2998,4028,3206,3566,3586,1908,758,58,2,960,1240,3232,3550,2930,3318,4002,2342,1298,224,4,62.0,163009.0,6100682.932,268430049,6326,0.521774991751897,2606,13808,13020,14182,0.05705653106800368,0.3023164163419013,0.2850637123965495,0.31050488242763935,5.0,0.000109471471734466,3.5241241106406456
방화3동,11242,5321,2821,1709,1084,222,85,0.0,1.0,3.0,6809,82.0,16.291,19,2.5571,9,25.31,0.0,0.0,3.0,1287,4689,1.0,44394,1096,1434,2064,3562,3276,3220,3690,2174,798,84,2,1084,1340,2004,3320,3208,3364,4270,2600,1478,320,6,26.0,59112.0,112149417.0,6504666187,5321,0.4733143568760007,2774,10950,13068,15422,0.06248592152092625,0.2466549533720773,0.2943641032571969,0.347389286840564,6.0,0.00013515339910798757,172.17362522032343
번1동,10373,6119,2194,1165,711,141,43,4.0,0.0,2.0,4684,66.0,13.848,5,0.6266,3,0.46,0.0,0.0,1.0,2486,10192,1.0,35806,564,896,2820,2794,2856,3100,2646,1496,718,32,0,502,928,3140,2390,2338,2842,2808,1938,884,110,4,47.0,588157.0,34541410.76,3676193002,6119,0.5898968475850767,1824,11144,11136,10636,0.05094118304194828,0.311232754286991,0.31100932804557896,0.2970451879573256,3.0,8.37848405295202e-05,16.141600782923135
번2동,7452,3186,2156,1238,659,164,49,0.0,0.0,1.0,4927,68.0,13.848,5,0.9736,3,139.62,0.0,0.0,0.0,912,3732,0.0,30212,488,966,1964,1708,2080,2560,2554,1486,674,40,2,472,818,1890,1490,1942,2578,2886,2354,1118,136,6,17.0,205044.0,34541410.76,3676193002,3186,0.427536231884058,1784,7052,9160,11256,0.05904938435058917,0.23341718522441415,0.30319078511849595,0.37256719184430026,1.0,3.3099430689792135e-05,42.81192254104069
번3동,7665,2891,2288,1312,897,228,49,1.0,0.0,1.0,5976,77.0,13.848,5,1.0804,3,62.04,0.0,0.0,2.0,1126,3302,1.0,32894,700,1118,1790,1648,2200,2706,2472,1712,924,44,6,714,1112,1708,1570,2202,2744,2902,3096,1334,188,4,12.0,243921.0,34541410.76,3676193002,2891,0.3771689497716895,2230,6716,9852,12682,0.06779351857481608,0.20417097342980484,0.2995075089682009,0.38554143612816927,3.0,9.120204292576154e-05,36.38445044276888
보광동,6863,3760,1606,863,507,102,25,3.0,0.0,1.0,3367,52.0,18.927,34,0.7146,0,0.0,0.0,0.0,0.0,1155,2365,0.0,24976,336,724,2050,2264,1746,2178,1846,864,444,44,0,286,508,1576,1726,1630,2290,2296,1296,746,120,6,17.0,171997.0,14062508.89,787500498,3760,0.5478653650007286,1232,7616,7844,7662,0.04932735426008968,0.30493273542600896,0.31406149903907754,0.3067745035233824,1.0,4.0038436899423444e-05,10.953458651484741
보라매동,13052,7162,2799,1660,1103,244,84,6.0,1.0,1.0,6152,78.0,17.205,27,0.7497,4,0.15,0.0,0.0,1.0,2025,6990,0.0,48286,976,1360,4560,4518,3246,3334,3102,1920,768,58,0,936,1304,4908,3604,2988,3408,3690,2300,1124,178,4,38.0,248416.0,22081815.66,3223945086,7162,0.5487281642660129,2664,17590,12976,13144,0.055171271175910204,0.36428778527937705,0.2687321376796587,0.2722114070330945,2.0,4.141987325518784e-05,29.769688991020278
보문동,8167,3970,1775,1248,929,195,50,1.0,0.0,4.0,3967,58.0,99.025,59,0.5526,3,2.08,0.0,0.0,2.0,1787,6720,1.0,32580,1036,936,2482,2830,2384,2586,1944,958,408,40,0,964,1078,2902,2766,2300,2734,2164,1304,662,98,4,30.0,192069.0,31263383.02,1375588853,3970,0.486102608056814,2014,10980,10004,7582,0.061817065684469,0.3370165745856354,0.3070595457335789,0.232719459791283,6.0,0.00018416206261510129,16.77611110470843
부암동,4141,1667,984,763,529,145,53,0.0,0.0,2.0,2638,44.0,36.67,44,2.273,0,0.0,0.0,0.0,2.0,894,3762,1.0,18224,376,924,1158,1138,1218,1530,1218,684,354,30,0,410,762,1094,1182,1538,1772,1440,796,480,112,8,45.0,228198.0,28795405.55,2505200283,1667,0.40255976817193917,1686,4572,6058,5122,0.09251536435469711,0.2508779631255487,0.33241878841088673,0.2810579455662862,4.0,0.00021949078138718174,27.852880096655667
북가좌1동,6813,1703,1726,1620,1365,303,96,0.0,1.0,1.0,5230,71.0,13.844,4,0.5775,2,3.84,0.0,0.0,1.0,1490,3745,0.0,35328,1256,1974,1848,1964,2894,2960,2248,1166,568,42,0,1108,1836,1972,2260,3184,3068,2444,1590,832,108,6,13.0,176736.0,35998893.77,7808760039,1703,0.24996330544547188,3810,8044,12106,9004,0.10784646739130435,0.22769474637681159,0.342674365942029,0.25486865942028986,2.0,5.661231884057971e-05,100.88399313673206
북가좌2동,14607,6086,3748,2526,1761,390,96,1.0,4.0,2.0,8603,90.0,13.844,4,0.8243,5,0.74,0.0,0.0,0.0,2743,6468,1.0,61658,1286,2258,4346,4334,4392,5008,4624,2508,1150,80,0,1154,2096,4320,3852,4468,5406,5136,3248,1734,250,8,50.0,300073.0,37911938.82,4284049087,6086,0.41664955158485656,4354,16852,19274,18738,0.07061532972201498,0.27331408738525415,0.31259528366148753,0.3039021700347076,2.0,3.243699114470142e-05,32.447096837985605
북아현동,7080,2793,1648,1429,988,180,42,2.0,0.0,1.0,4086,59.0,11.848,1,0.4586,6,4.69,0.0,0.0,1.0,1154,2656,1.0,31168,1358,1034,1774,2604,2596,2496,1846,832,378,30,2,1288,1004,2160,2928,2442,2598,1930,1102,664,102,0,14.0,226394.0,18580071.54,650302504,2793,0.39449152542372884,2038,9466,10132,6886,0.06538757700205339,0.303708932238193,0.3250770020533881,0.22093172484599588,2.0,6.416837782340863e-05,6.917366288079807
불광1동,17713,7224,4579,3223,2092,459,136,3.0,0.0,4.0,10702,95.0,13.483,2,3.1226,12,4.77,0.0,0.0,2.0,2408,7000,3.0,75470,1974,2536,4546,5126,5276,5996,5486,2870,1462,148,2,1866,2304,5076,5334,5538,6894,6464,4010,2274,282,6,53.0,412563.0,17667934.24,1466438542,7224,0.4078360526167222,4840,20082,23704,23004,0.06413144295746655,0.26609248708095934,0.31408506691400556,0.30480985822181,6.0,7.950178879024778e-05,8.232311833617585
불광2동,14104,7051,3407,2100,1161,299,86,3.0,0.0,3.0,7567,86.0,13.483,3,1.3951,7,10.87,4.0,2.0,3.0,1924,4933,0.0,53990,824,1592,3780,3940,3558,4462,4238,2406,1126,62,0,862,1418,4064,3734,3330,4836,4852,3064,1622,212,8,21.0,356170.0,39115823.36,5750026034,7051,0.4999290981281906,3010,15518,16186,17590,0.05575106501203927,0.28742359696240044,0.2997962585664012,0.3258010742730135,6.0,0.00011113169105389887,38.40817238044091
사근동,8250,6208,980,540,415,88,19,2.0,0.0,2.0,2039,36.0,28.293,37,1.1683,2,0.45,0.0,0.0,2.0,1310,10537,4.0,24092,362,788,5472,1816,1098,1220,962,570,334,16,0,326,898,4272,1376,1002,1306,1000,786,450,38,0,54.0,158633.0,38037808.44,5211179756,6208,0.7524848484848485,1686,12936,4626,4156,0.06998173667607505,0.5369417233936576,0.19201394653826998,0.17250539598206874,4.0,0.00016603021749958492,78.13492850435848
사당1동,13794,8813,2583,1377,803,172,46,5.0,0.0,1.0,4760,66.0,17.205,28,0.6347,2,0.35,0.0,0.0,1.0,2463,10779,2.0,45040,614,912,4566,5008,2984,2646,2606,1628,646,32,0,608,756,5600,4534,2728,2980,3330,2042,704,110,6,55.0,343003.0,31328619.98,7988798095,8813,0.6389009714368566,1668,19708,11338,11104,0.03703374777975133,0.4375666074600355,0.2517317939609236,0.24653641207815274,2.0,4.440497335701598e-05,56.40384717284721
사당2동,12565,4604,3238,2466,1741,397,119,9.0,1.0,2.0,7323,85.0,34.41,43,2.7611,3,75.46,0.0,0.0,1.0,2159,6817,1.0,56638,1846,2030,3362,4318,4174,4282,3724,2270,1034,88,2,1714,1592,3682,4616,4258,4640,4584,2952,1250,214,6,52.0,393362.0,45088138.44,18531224899,4604,0.36641464385196976,3622,15978,17354,16124,0.06394999823440094,0.28210741904728276,0.30640206221971117,0.28468519368621775,3.0,5.296797203291077e-05,112.82328705631659
사당3동,10490,3857,2549,2081,1571,318,114,1.0,0.0,2.0,6958,83.0,17.205,27,0.907,5,126.57,0.0,0.0,2.0,1470,4960,2.0,47882,1798,1658,2852,3476,3774,3394,3302,1990,820,56,4,1764,1570,3216,3836,3658,3578,3726,2370,920,118,2,26.0,171628.0,37709419.01,6906210739,3857,0.3676835081029552,3228,13380,14404,13308,0.06741573033707865,0.2794369491667015,0.30082285618812915,0.27793325257925733,4.0,8.353869930245185e-05,86.19709950493721
사당4동,7284,3714,1656,1038,696,134,46,5.0,1.0,0.0,3567,54.0,17.205,27,0.4358,5,0.73,0.0,0.0,0.0,963,2159,0.0,27744,594,702,2122,2452,2030,1894,1838,1110,478,40,0,556,612,2632,2286,1880,2084,2262,1458,602,104,8,18.0,62588.0,53899258.96,5551623673,3714,0.5098846787479407,1314,9492,7888,7900,0.04736159169550173,0.3421280276816609,0.28431372549019607,0.2847462514417532,0.0,0.0,168.3780705755754
